,ligandId,name,type,approved,withdrawn,whoEssential,approvalSource,FDA,FDA_year
834,7450,glucarpidase,Peptide,True,False,False,"FDA (2012), EMA (2022)",FDA,2012
836,7459,glycopyrrolate,Synthetic organic,True,False,False,"FDA (1961), EMA (2012)",FDA,1961
837,6776,golimumab,Antibody,True,False,False,"FDA (2009), EMA (2009)",FDA,2009
838,3879,goserelin,Peptide,True,False,False,FDA (1989),FDA,1989
839,2300,granisetron,Synthetic organic,True,False,False,"FDA (1993), EMA (2012)",FDA,1993
840,11573,grazoprevir,Synthetic organic,True,False,False,"FDA (2016), UK (2021)",FDA,2016
842,4943,growth hormone 1,Peptide,True,False,False,"FDA (1976), EMA (2001)",FDA,1976
843,7617,guaifenesin,Synthetic organic,True,False,False,FDA (2002),FDA,2002
844,5443,guanabenz,Synthetic organic,True,False,False,FDA (1982),FDA,1982
845,7193,guanadrel,Synthetic organic,True,False,False,FDA (1982),FDA,1982
846,7194,guanethidine,Synthetic organic,True,False,False,FDA (1960),FDA,1960
847,522,guanfacine,Synthetic organic,True,False,False,"FDA (1986), EMA (2015)",FDA,1986
848,4783,guanidine,Metabolite,True,False,False,FDA (1939),FDA,1939
849,7998,guselkumab,Antibody,True,False,False,EMA & FDA (2017),FDA,2017
851,10019,halofantrine,Synthetic organic,True,False,False,FDA (1992),FDA,1992
852,86,haloperidol,Synthetic organic,True,False,True,FDA (1967),FDA,1967
853,2401,halothane,Synthetic organic,True,False,True,FDA (1958),FDA,1958
854,4214,heparin,Metabolite,True,False,True,FDA (1939),FDA,1939
855,12263,hetacillin,Synthetic organic,True,True,False,FDA (1971),FDA,1971
857,11069,hexachlorophene,Synthetic organic,True,True,False,FDA (1949),FDA,1949
859,3884,histrelin,Peptide,True,False,False,FDA (1991),FDA,1991
860,7326,hydralazine,Synthetic organic,True,False,True,FDA (1953),FDA,1953
861,4836,hydrochlorothiazide,Synthetic organic,True,False,True,FDA (1959),FDA,1959
862,7081,hydrocodone,Synthetic organic,True,False,False,FDA (no approval history prior to 2013),FDA,
864,7082,hydromorphone,Synthetic organic,True,False,False,FDA (1984),FDA,1984
865,7198,hydroxychloroquine,Synthetic organic,True,False,True,FDA (1955),FDA,1955
866,6822,hydroxyurea,Synthetic organic,True,False,True,"FDA (1967), EMA (2007)",FDA,1967
867,7199,hydroxyzine,Synthetic organic,True,False,False,FDA (1956),FDA,1956
868,10208,ibalizumab,Antibody,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
870,6777,ibritumomab tiuxetan,Antibody,True,False,False,"FDA (2002), EMA (2004)",FDA,2002
871,6912,ibrutinib,Synthetic organic,True,False,True,"FDA (2013), EMA (2014)",FDA,2013
873,2713,ibuprofen,Synthetic organic,True,False,True,"FDA (1974), EMA (2004)",FDA,1974
874,7200,ibutilide,Synthetic organic,True,False,False,FDA (1995),FDA,1995
875,667,icatibant,Peptide,True,False,False,"EMA (2008), FDA (2011)",FDA,2011
876,7441,icosapent,Synthetic organic,True,False,False,"FDA (2012), EMA (2021)",FDA,2012
878,7083,idarubicin,Natural product,True,False,False,FDA (1990),FDA,1990
879,8298,idarucizumab,Antibody,True,False,False,FDA and EMA (2015),FDA,
880,6741,idelalisib,Synthetic organic,True,False,False,FDA & EMA (2014),FDA,
881,4960,IFN-&alpha;2,Peptide,True,False,False,FDA (1989),FDA,1989
882,8338,IFN-&alpha;2b (recombinant human),Peptide,True,False,False,FDA (1986),FDA,1986
883,8339,IFN-&beta;1a (recombinant human),Peptide,True,False,False,"FDA (1996), EMA (1997)",FDA,1996
884,8340,IFN-&beta;1b (recombinant human),Peptide,True,False,False,"FDA (1993), EMA (1995)",FDA,1993
885,4968,IFN-&gamma;,Peptide,True,False,False,FDA (1999),FDA,1999
886,8341,IFN-&gamma;1b (human recombinant),Peptide,True,False,False,FDA (1999),FDA,1999
887,7201,ifosfamide,Synthetic organic,True,False,True,FDA (1988),FDA,1988
889,4985,IL-2,Peptide,True,False,False,FDA (1992),FDA,1992
891,87,iloperidone,Synthetic organic,True,False,False,FDA (2009),FDA,2009
892,1895,iloprost,Synthetic organic,True,False,False,"EMA (2003), FDA (2004)",FDA,2004
893,5687,imatinib,Synthetic organic,True,False,True,FDA & EMA (2001),FDA,
896,6378,imidaprilat,Synthetic organic,True,False,False,FDA,FDA,
897,10821,imipenem,Synthetic organic,True,False,False,"FDA (1985), UK (1988)",FDA,1985
898,357,imipramine,Synthetic organic,True,False,False,FDA (1959),FDA,1959
899,5003,imiquimod,Synthetic organic,True,False,False,"FDA (1997), EMA (1998)",FDA,1997
900,7202,inamrinone,Synthetic organic,True,False,False,FDA (1984),FDA,1984
901,7455,indacaterol,Synthetic organic,True,False,False,"EMA (2009), FDA (2011)",FDA,2011
902,7203,indapamide,Synthetic organic,True,False,False,FDA (1983),FDA,1983
903,12684,indinavir,Synthetic organic,True,True,False,FDA & EMA (1996),FDA,
904,1909,indomethacin,Synthetic organic,True,False,False,FDA (1965),FDA,1965
906,7992,inebilizumab,Antibody,True,False,False,"FDA (2020), EMA (2022)",FDA,2020
907,7877,infigratinib,Synthetic organic,True,True,False,FDA (2021),FDA,2021
908,5004,infliximab,Antibody,True,False,False,"FDA (1998), EMA (1999)",FDA,1998
909,7443,ingenol mebutate,Natural product,True,False,False,FDA & EMA (2012),FDA,
910,8266,inotuzumab ozogamicin,Antibody,True,False,False,EMA & FDA (2017),FDA,2017
911,5012,insulin,Peptide,True,False,True,"FDA (1982), EMA (1997)",FDA,1982
912,7572,insulin glargine,Peptide,True,False,False,FDA and EMA (2000),FDA,
913,4971,insulin-like growth factor 1,Peptide,True,False,False,FDA (2005),FDA,2005
915,7653,ioflupane,Synthetic organic,True,False,False,"EMA (2000), FDA (2011)",FDA,2011
916,6888,ipilimumab,Antibody,True,False,False,FDA and EMA (2011),FDA,
918,325,ipratropium,Synthetic organic,True,False,True,FDA (1986),FDA,1986
919,10710,iptacopan,Synthetic organic,True,False,False,FDA (2023),FDA,2023
920,589,irbesartan,Synthetic organic,True,False,False,EMA & FDA (1997),FDA,1997
921,1214,(<i>R</i>)-cetirizine,Synthetic organic,True,False,False,FDA (2007),FDA,2007
922,6823,irinotecan,Synthetic organic,True,False,True,"FDA (1996), EMA (2016)",FDA,1996
924,8719,isatuximab,Antibody,True,False,False,EMA & FDA (2020),FDA,2020
926,7204,isocarboxazid,Synthetic organic,True,False,False,FDA (1959),FDA,1959
927,7205,isoetarine,Synthetic organic,True,False,False,FDA (1979),FDA,1979
928,2505,isoflurane,Synthetic organic,True,False,True,FDA (1979),FDA,1979
929,12761,isoniazid,Synthetic organic,True,False,True,"FDA (1952), UK",FDA,1952
931,7051,isosorbide dinitrate,Synthetic organic,True,False,True,FDA (no history prior to 1968),FDA,
932,7052,isosorbide mononitrate,Synthetic organic,True,False,False,FDA (1991),FDA,1991
933,7600,isotretinoin,Synthetic organic,True,False,False,FDA (1982),FDA,1982
934,4488,isradipine,Synthetic organic,True,False,False,FDA (1990),FDA,1990
935,5608,istradefylline,Synthetic organic,True,False,False,"Japan (2013), FDA (2019)",FDA,2019
937,11426,itraconazole,Synthetic organic,True,False,True,"FDA (1992), UK (1989)",FDA,1992
938,2357,ivabradine,Synthetic organic,True,False,False,"EMA (2005), FDA (2015)",FDA,2015
939,4342,ivacaftor,Synthetic organic,True,False,False,FDA and EMA (2012),FDA,
940,2373,ivermectin,Synthetic organic,True,False,True,"FDA (1996), UK (2015)",FDA,1996
941,9217,ivosidenib,Synthetic organic,True,False,False,"FDA (2018), EMA (2023)",FDA,2018
942,6824,ixabepilone,Synthetic organic,True,False,False,FDA (2007),FDA,2007
943,8450,ixazomib,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
944,7541,ixekizumab,Antibody,True,False,False,FDA & EMA (2016),FDA,
946,12132,kanamycin,Natural product,True,False,False,FDA (1973),FDA,1973
947,4233,ketamine,Synthetic organic,True,False,True,FDA (1970),FDA,1970
949,2568,ketoconazole,Synthetic organic,True,False,False,"FDA (1981), EMA (2014)",FDA,1981
950,4795,ketoprofen,Synthetic organic,True,False,False,FDA (1986),FDA,1986
951,6661,ketorolac,Synthetic organic,True,False,False,FDA (1989),FDA,1989
952,7206,ketotifen,Synthetic organic,True,False,False,FDA (1999),FDA,1999
954,7207,labetalol,Synthetic organic,True,False,False,FDA (1984),FDA,1984
956,7472,lacosamide,Synthetic organic,True,False,False,EMA and FDA (2008),FDA,2008
957,5217,L-&alpha;-methyldopa,Synthetic organic,True,False,True,FDA (1962),FDA,1962
958,12673,lamivudine,Synthetic organic,True,False,True,"FDA (1995), EMA (1996)",FDA,1995
959,2622,lamotrigine,Synthetic organic,True,False,True,FDA (1994),FDA,1994
960,9094,lanadelumab,Antibody,True,False,False,EMA & FDA (2018),FDA,2018
962,2031,lanreotide,Peptide,True,False,False,"UK (2001), FDA (2007)",FDA,2007
963,7208,lansoprazole,Synthetic organic,True,False,False,FDA (1995),FDA,1995
964,5692,lapatinib,Synthetic organic,True,False,False,"FDA (2007), EMA (2008)",FDA,2007
965,8909,larotrectinib,Synthetic organic,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
966,3928,lasmiditan,Synthetic organic,True,False,False,"FDA (2019), EMA (2022)",FDA,2019
967,12031,latamoxef,Synthetic organic,True,False,False,FDA (1981),FDA,1981
968,9635,latanoprostene bunod,Synthetic organic,True,False,False,FDA (2017),FDA,2017
969,1960,latanoprost (free acid form),Synthetic organic,True,False,False,FDA (1996),FDA,1996
970,1961,latanoprost (isopropyl ester),Synthetic organic,True,False,True,FDA (1996),FDA,1996
974,12202,lecanemab,Antibody,True,False,False,FDA (2023),FDA,2023
975,11271,ledipasvir,Synthetic organic,True,False,True,EMA & FDA (2014),FDA,2014
976,10824,lefamulin,Synthetic organic,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
977,6825,leflunomide,Synthetic organic,True,False,False,"FDA (1998), EMA (1999)",FDA,1998
978,9302,lemborexant,Synthetic organic,True,False,False,FDA (2019),FDA,2019
979,11446,lenacapavir,Synthetic organic,True,False,False,EMA  & FDA (2022),FDA,2022
980,7331,lenalidomide,Synthetic organic,True,False,True,"FDA (2005), EMA (2007)",FDA,2005
981,9424,leniolisib,Synthetic organic,True,False,False,FDA (2023),FDA,2023
982,7426,lenvatinib,Synthetic organic,True,False,False,FDA & EMA (2015),FDA,
983,6469,lepirudin,Peptide,True,False,False,FDA (1998),FDA,1998
984,7673,lesinurad,Synthetic organic,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
985,5209,letrozole,Synthetic organic,True,False,False,FDA (1997),FDA,1997
986,1175,leuprolide,Peptide,True,False,True,FDA (1985),FDA,1985
988,7210,levamisole,Synthetic organic,True,True,True,FDA (1990),FDA,1990
989,6826,levetiracetam,Synthetic organic,True,False,False,"FDA (1999), EMA (2000)",FDA,1999
990,8035,levobetaxolol,Synthetic organic,True,True,False,FDA (2000) no prior history available,FDA,2000
992,1586,levocabastine,Synthetic organic,True,False,False,FDA (1993),FDA,1993
993,3639,levodopa,Metabolite,True,False,True,"FDA (1993), EMA (2003)",FDA,1993
994,10911,levofloxacin,Synthetic organic,True,False,True,"FDA (1996), EMA (2015)",FDA,1996
995,11829,levoketoconazole,Synthetic organic,True,False,False,FDA (2021),FDA,2021
997,7212,levomethadyl acetate,Synthetic organic,True,True,False,FDA (1993),FDA,1993
998,7435,levomilnacipran,Synthetic organic,True,False,False,FDA (2013),FDA,2013
999,2881,levonorgestrel,Synthetic organic,True,False,True,FDA (1990),FDA,1990
1000,7595,levorphanol,Synthetic organic,True,False,False,FDA (1953),FDA,1953
1001,9816,levosalbutamol,Synthetic organic,True,False,False,FDA (prior to 1999),FDA,
1002,1159,LH,Peptide,True,False,False,FDA (2004),FDA,2004
1003,2623,lidocaine,Synthetic organic,True,False,True,FDA (1948),FDA,1948
1004,7533,lifitegrast,Synthetic organic,True,False,False,FDA (2016),FDA,2016
1005,5017,linaclotide,Peptide,True,False,False,FDA and EMA (2012),FDA,
1006,6318,linagliptin,Synthetic organic,True,False,False,EMA & FDA (2011),FDA,2011
1007,10941,lincomycin,Synthetic organic,True,False,False,FDA (1964),FDA,1964
1008,10827,linezolid,Synthetic organic,True,False,True,"FDA (2000), UK (2001)",FDA,2000
1010,1133,liraglutide,Peptide,True,False,False,"EMA (2009), FDA (2010)",FDA,2010
1011,7213,lisdexamfetamine,Synthetic organic,True,False,False,FDA (2007),FDA,2007
1012,6360,lisinopril,Synthetic organic,True,False,True,FDA (1987),FDA,1987
1013,5212,Li<sup>+</sup>,Inorganic,True,False,True,FDA (1970),FDA,1970
1015,7387,lixisenatide,Peptide,True,False,False,"EMA (2013), FDA (2016)",FDA,2016
1016,9743,lodoxamide,Synthetic organic,True,False,False,"UK (1991), FDA (1993)",FDA,1993
1018,9868,lofexidine,Synthetic organic,True,False,False,"UK (1990), FDA (2018)",FDA,2018
1019,12407,lomefloxacin,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1020,7439,lomitapide,Synthetic organic,True,False,False,"FDA (2012), EMA (2013)",FDA,2012
1021,7214,lomustine,Synthetic organic,True,False,False,FDA (1976),FDA,1976
1022,8024,lonafarnib,Synthetic organic,True,False,False,"FDA (2020), EMA (2022)",FDA,2020
1023,11521,loncastuximab tesirine,Antibody,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1024,7215,loperamide,Synthetic organic,True,False,True,FDA (1976),FDA,1976
1025,11504,lopinavir,Synthetic organic,True,False,True,"FDA (2000), EMA (2001)",FDA,2000
1026,12247,loracarbef,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1027,7216,loratadine,Synthetic organic,True,False,True,FDA (1993),FDA,1993
1028,5884,lorazepam,Synthetic organic,True,False,True,FDA (1977),FDA,1977
1029,2941,lorcaserin,Synthetic organic,True,True,False,FDA (2012),FDA,2012
1030,7476,lorlatinib,Synthetic organic,True,False,False,"FDA (2018), EMA (2019)",FDA,2018
1032,590,losartan,Synthetic organic,True,False,True,FDA (1995),FDA,1995
1033,7085,loteprednol etabonate,Metabolite,True,False,False,FDA (1998),FDA,1998
1034,2739,lovastatin,Natural product,True,False,False,FDA (1987),FDA,1987
1035,205,loxapine,Synthetic organic,True,False,False,"FDA (1975), EMA (2013)",FDA,1975
1036,4242,lubiprostone,Synthetic organic,True,False,False,FDA (2006),FDA,2006
1037,7366,luliconazole,Synthetic organic,True,False,False,FDA (2013),FDA,2013
1038,7481,lumacaftor,Synthetic organic,True,False,False,EMA & FDA (2015),FDA,2015
1039,9099,lumateperone,Synthetic organic,True,False,False,FDA (2019),FDA,2019
1040,9969,lumefantrine,Synthetic organic,True,False,True,FDA (2009) in combination with artemether,FDA,2009
1042,7461,lurasidone,Synthetic organic,True,False,False,"FDA (2010), EMA (2014)",FDA,2010
1043,10681,lurbinectedin,Synthetic organic,True,False,False,FDA (2020),FDA,2020
1044,10538,luspatercept,Peptide,True,False,False,"FDA (2019), EMA (2020)",FDA,2019
1045,10032,lusutrombopag,Synthetic organic,True,False,False,"Japan (2015), FDA (2018), EMA (2019)",FDA,2018
1047,9745,macimorelin,Synthetic organic,True,False,False,"FDA (2017), EMA (2019)",FDA,2017
1048,7352,macitentan,Synthetic organic,True,False,False,FDA and EMA (2013),FDA,
1049,12697,mafenide,Synthetic organic,True,False,False,FDA (1969),FDA,1969
1051,2402,maprotiline,Synthetic organic,True,False,False,FDA (1980),FDA,1980
1052,11708,maralixibat,Synthetic organic,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1053,806,maraviroc,Synthetic organic,True,False,False,EMA and FDA (2007),FDA,2007
1054,8686,margetuximab,Antibody,True,False,False,FDA (2020),FDA,2020
1055,12049,maribavir,Synthetic organic,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1056,11265,mavacamten,Synthetic organic,True,False,False,"FDA (2022), EMA (2023)",FDA,2022
1057,8580,mavorixafor,Synthetic organic,True,False,False,FDA (2024),FDA,2024
1058,4797,mazindol,Synthetic organic,True,False,False,FDA (1973),FDA,1973
1059,13427,mebendazole,Synthetic organic,True,False,False,FDA (1974),FDA,1974
1061,3990,mecamylamine,Synthetic organic,True,False,False,FDA (2013),FDA,2013
1062,7218,mechlorethamine,Synthetic organic,True,False,False,"FDA (1949), EMA (2017)",FDA,1949
1063,12813,mecillinam,Synthetic organic,True,False,False,"FDA (1984), UK (1979)",FDA,1984
1064,2757,meclizine,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1066,2879,medroxyprogesterone,Synthetic organic,True,False,True,FDA (1959),FDA,1959
1068,2593,mefenamic acid,Synthetic organic,True,False,False,FDA (1967),FDA,1967
1069,4252,mefloquine,Synthetic organic,True,False,True,"FDA (1989), UK (1989)",FDA,1989
1070,9128,megestrol,Synthetic organic,True,False,False,FDA (1971),FDA,1971
1072,7220,meloxicam,Synthetic organic,True,False,False,FDA (2000),FDA,2000
1073,7620,melphalan,Synthetic organic,True,False,True,"FDA (1964), EMA (2020)",FDA,1964
1074,11605,melphalan flufenamide,Synthetic organic,True,False,False,"FDA (2021), EMA (2022)",FDA,2021
1075,4253,memantine,Synthetic organic,True,False,False,"EMA (2002), FDA (2003)",FDA,2003
1076,2430,(-)-menthol,Natural product,True,False,False,"FDA (2008), no prior history available",FDA,2008
1077,10470,mepenzolic acid,Synthetic organic,True,False,False,FDA (1956),FDA,1956
1079,7223,mephenytoin,Synthetic organic,True,False,False,FDA (1946),FDA,1946
1080,7224,mepivacaine,Synthetic organic,True,False,False,FDA (1960),FDA,1960
1081,7685,mepolizumab,Antibody,True,False,False,EMA & FDA (2015),FDA,2015
1082,7225,meprobamate,Synthetic organic,True,False,False,FDA (1955),FDA,1955
1085,6827,mequinol,Synthetic organic,True,False,False,FDA (1999),FDA,1999
1086,7440,mercaptamine,Synthetic organic,True,False,False,"FDA (1994), EMA (1997)",FDA,1994
1087,7226,mercaptopurine,Synthetic organic,True,False,True,"FDA (1953), EMA (2012)",FDA,1953
1088,10829,meropenem,Synthetic organic,True,False,True,"FDA (1996), EMA (2018)",FDA,1996
1089,2700,mesalazine,Synthetic organic,True,False,False,FDA (1987),FDA,1987
1090,7227,mesoridazine,Synthetic organic,True,False,False,FDA (1970),FDA,1970
1091,7087,mestranol,Metabolite,True,False,False,FDA (1962),FDA,1962
1093,7229,metaraminol,Synthetic organic,True,False,False,FDA (1954),FDA,1954
1094,7609,metaxalone,Synthetic organic,True,False,False,FDA (1962),FDA,1962
1095,4779,metformin,Synthetic organic,True,False,True,FDA (1995),FDA,1995
1096,7438,methacholine,Synthetic organic,True,False,False,FDA (1986),FDA,1986
1097,5458,methadone,Synthetic organic,True,False,True,"FDA (1947, prior history not available)",FDA,1947
1098,4803,methamphetamine,Synthetic organic,True,False,False,FDA (1943),FDA,1943
1100,6828,methazolamide,Synthetic organic,True,False,False,FDA (1959),FDA,1959
1101,7231,methdilazine,Synthetic organic,True,False,False,FDA (date unknown),FDA,
1102,10913,methenamine,Synthetic organic,True,False,False,"FDA (1967), UK (1989)",FDA,1967
1103,12264,methicillin,Synthetic organic,True,False,False,FDA (1971),FDA,1971
1104,6649,methimazole,Synthetic organic,True,False,True,FDA (1950),FDA,1950
1106,6829,methocarbamol,Synthetic organic,True,False,False,FDA (1957),FDA,1957
1107,7233,methohexital,Synthetic organic,True,False,False,FDA (1960),FDA,1960
1108,4815,methotrexate,Synthetic organic,True,False,True,"FDA (1953), EMA (2016)",FDA,1953
1110,12457,methoxsalen,Natural product,True,False,False,FDA (1954),FDA,1954
1111,7234,methoxyflurane,Synthetic organic,True,False,False,FDA (date unknown),FDA,
1112,7235,methyclothiazide,Synthetic organic,True,False,False,FDA (1960),FDA,1960
1113,150,methylergonovine,Synthetic organic,True,False,False,FDA (1946),FDA,1946
1114,7563,methylnaltrexone,Synthetic organic,True,False,False,EMA & FDA (2008),FDA,2008
1115,7236,methylphenidate,Synthetic organic,True,False,False,FDA (1955),FDA,1955
1116,7088,methylprednisolone,Metabolite,True,False,True,FDA (1957),FDA,1957
1117,5094,methyltyrosine,Metabolite,True,False,False,FDA (1979),FDA,1979
1119,134,methysergide,Synthetic organic,True,True,False,FDA (1962),FDA,1962
1120,7239,metipranolol,Synthetic organic,True,False,False,FDA (1989),FDA,1989
1121,241,metoclopramide,Synthetic organic,True,False,True,FDA (1979),FDA,1979
1122,4838,metolazone,Synthetic organic,True,False,False,FDA (1973),FDA,1973
1124,553,metoprolol,Synthetic organic,True,False,False,FDA (1978),FDA,1978
1125,7333,metreleptin,Peptide,True,False,False,"FDA (2014), EMA (2018)",FDA,2014
1126,10914,metronidazole,Synthetic organic,True,False,True,FDA (1963),FDA,1963
1127,5224,metyrapone,Synthetic organic,True,False,False,FDA (1961),FDA,1961
1128,2629,mexiletine,Synthetic organic,True,False,False,FDA (1985),FDA,1985
1129,12272,mezlocillin,Synthetic organic,True,True,False,FDA (1981),FDA,1981
1131,2522,mibefradil,Synthetic organic,True,True,False,FDA (1997),FDA,1997
1132,2449,miconazole,Synthetic organic,True,False,True,FDA (1974),FDA,1974
1134,3342,midazolam,Synthetic organic,True,False,True,"FDA (2000), EMA (2011)",FDA,2000
1136,7240,midodrine,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1137,5702,midostaurin,Synthetic organic,True,False,False,FDA & EMA (2017),FDA,
1139,2805,mifepristone,Synthetic organic,True,False,True,FDA (2000),FDA,2000
1140,10200,migalastat,Synthetic organic,True,False,False,"EMA (2016), FDA (2018)",FDA,2018
1141,4842,miglitol,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1142,4841,miglustat,Synthetic organic,True,False,False,"EMA (2002), FDA (2003)",FDA,2003
1143,7436,milnacipran,Synthetic organic,True,False,False,FDA (2009),FDA,2009
1144,5225,milrinone,Synthetic organic,True,False,False,FDA (1987),FDA,1987
1145,11355,miltefosine,Synthetic organic,True,False,True,FDA (2014),FDA,2014
1146,10831,minocycline,Synthetic organic,True,False,False,"FDA (1971), UK (1995)",FDA,1971
1147,4254,minoxidil,Synthetic organic,True,False,False,FDA (1979),FDA,1979
1148,7364,mipomersen,Synthetic organic,True,False,False,FDA (2013),FDA,2013
1149,7445,mirabegron,Synthetic organic,True,False,False,FDA and EMA (2012),FDA,
1150,9846,mirikizumab,Antibody,True,False,False,"Japan, EMA and FDA  (2023)",FDA,2023
1152,7241,mirtazapine,Synthetic organic,True,False,False,FDA (1996),FDA,1996
1153,12250,mirvetuximab soravtansine,Antibody,True,False,False,FDA (2022),FDA,2022
1154,1936,misoprostol (methyl ester),Synthetic organic,True,False,True,FDA (1988),FDA,1988
1155,10473,mitapivat,Synthetic organic,True,False,False,EMA & FDA (2022),FDA,2022
1156,8394,mithramycin,Natural product,True,True,False,FDA (1970),FDA,1970
1157,7089,mitomycin C,Natural product,True,False,False,FDA (1981),FDA,1981
1158,6957,mitotane,Synthetic organic,True,False,False,"FDA (1970), EMA (2004)",FDA,1970
1159,7242,mitoxantrone,Synthetic organic,True,False,False,FDA (1987),FDA,1987
1160,7243,mivacurium,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1162,10468,mobocertinib,Synthetic organic,True,False,False,FDA (2021),FDA,2021
1164,7555,modafinil,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1165,6571,moexipril,Synthetic organic,True,False,False,FDA (1995),FDA,1995
1167,6477,mogamulizumab,Antibody,True,False,False,"PMDA (Japan, 2012), EMA & FDA (2018)",FDA,2018
1168,207,molindone,Synthetic organic,True,False,False,FDA (1974),FDA,1974
1170,7791,momelotinib,Synthetic organic,True,False,False,"FDA (2023), Japan (2024)",FDA,2023
1171,9029,mometasone,Synthetic organic,True,False,False,1987 (FDA),FDA,
1172,6830,monobenzone,Synthetic organic,True,False,False,FDA (1952),FDA,1952
1173,3340,montelukast,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1174,7244,moracizine,Synthetic organic,True,True,False,FDA (1990),FDA,1990
1175,1627,morphine,Natural product,True,False,True,"FDA (1984), prior history not available",FDA,1984
1177,12298,mosunetuzumab,Antibody,True,False,False,EMA & FDA (2022),FDA,2022
1178,10679,motixafortide,Peptide,True,False,False,FDA (2023),FDA,2023
1179,7675,moxetumomab pasudotox,Antibody,True,False,False,"FDA (2018), EMA (2021)",FDA,2018
1180,10915,moxifloxacin,Synthetic organic,True,False,True,"FDA (1999), UK (2009)",FDA,1999
1183,10916,mupirocin,Synthetic organic,True,False,True,"FDA (1987), UK (1998)",FDA,1987
1184,6889,muromonab-CD3,Antibody,True,True,False,FDA (1992),FDA,1992
1185,6831,mycophenolate mofetil,Synthetic organic,True,False,False,"FDA (1995), EMA (1996)",FDA,1995
1186,6832,mycophenolic acid,Natural product,True,False,False,FDA (2009),FDA,2009
1187,9071,nabilone,Synthetic organic,True,False,False,FDA (1985),FDA,1985
1188,7245,nabumetone,Synthetic organic,True,False,False,FDA (1991),FDA,1991
1190,554,nadolol,Synthetic organic,True,False,False,FDA (1979),FDA,1979
1192,3902,nafarelin,Peptide,True,False,False,FDA (1990),FDA,1990
1193,10942,nafcillin,Synthetic organic,True,False,False,FDA (1965),FDA,1965
1194,4507,NaHCO<sub>3</sub>,Inorganic,True,False,False,"FDA (1986, no prior history available)",FDA,1986
1195,1663,nalbuphine,Synthetic organic,True,False,False,FDA (1979),FDA,1979
1196,9150,naldemedine,Synthetic organic,True,False,False,"FDA (2017), EMA (2019)",FDA,2017
1197,12773,nalidixic acid,Synthetic organic,True,True,False,"FDA (1964), EMA",FDA,1964
1198,1628,nalmefene,Synthetic organic,True,False,False,"EMA (2013), FDA (2023)",FDA,2023
1200,7539,naloxegol,Synthetic organic,True,False,False,EMA & FDA (2014),FDA,2014
1201,1638,naloxone,Synthetic organic,True,False,True,"FDA (1971), EMA (2017)",FDA,1971
1202,1639,naltrexone,Synthetic organic,True,False,False,"FDA (1998), UK (2011)",FDA,1998
1203,6949,nandrolone,Synthetic organic,True,False,False,FDA (1959),FDA,1959
1204,5509,naphazoline,Synthetic organic,True,False,False,"FDA (1971, prior history not available)",FDA,1971
1205,5230,naproxen,Synthetic organic,True,False,False,FDA (1976),FDA,1976
1206,45,naratriptan,Synthetic organic,True,False,False,FDA (1998),FDA,1998
1209,6591,natalizumab,Antibody,True,False,False,"FDA (2004), EMA (2006)",FDA,2004
1210,6833,nateglinide,Synthetic organic,True,False,False,"FDA (2000), EMA (2001)",FDA,2000
1211,11341,naxitamab,Antibody,True,False,False,FDA (2020),FDA,2020
1212,7246,nebivolol,Synthetic organic,True,False,False,FDA (2007),FDA,2007
1213,8090,necitumumab,Antibody,True,False,False,"FDA (2015), EMA (2016)",FDA,2015
1214,7607,nedocromil,Synthetic organic,True,False,False,FDA (1992),FDA,1992
1215,7247,nefazodone,Synthetic organic,True,False,False,FDA (1994),FDA,1994
1216,7090,nelarabine,Synthetic organic,True,False,False,"FDA (2005), EMA (2007)",FDA,2005
1217,11090,nelfinavir,Synthetic organic,True,False,False,FDA (1997),FDA,1997
1220,709,neomycin,Natural product,True,False,False,FDA (1964),FDA,1964
1221,8993,neostigmine,Synthetic organic,True,False,True,FDA,FDA,
1222,7564,nepafenac,Synthetic organic,True,False,False,"FDA (2005), EMA (2007)",FDA,2005
1223,5686,neratinib,Synthetic organic,True,False,False,"FDA (2017), EMA (2018)",FDA,2017
1224,9322,netarsudil,Synthetic organic,True,False,False,"FDA (2017), EMA (2019)",FDA,2017
1225,12159,netilmicin,Synthetic organic,True,False,False,"FDA (1983), UK (2019)",FDA,1983
1226,5742,netupitant,Synthetic organic,True,False,False,"FDA (2014), EMA (2015)",FDA,2014
1227,12676,nevirapine,Synthetic organic,True,False,True,"FDA (1996), EMA (1998)",FDA,1996
1228,5026,NGF,Peptide,True,False,False,"EMA (2017), FDA (2018)",FDA,2018
