,application_number,sponsor_name,active_ingredient,brand_name,submission_type,submission_number,submission_status,submission_status_date,review_priority,submission_class_code,submission_class_code_description
133908,NDA017831,APIL,ETIDRONATE DISODIUM,DIDRONEL,ORIG,1,AP,19770901,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
133973,NDA017861,ARMOUR PHARM,SERACTIDE ACETATE,ACTHAR GEL-SYNTHETIC,ORIG,1,AP,19780221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
134242,NDA017982,GE HEALTHCARE,METRIZAMIDE,AMIPAQUE,ORIG,1,AP,19780823,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
134368,NDA018021,LEDERLE,AMOXAPINE,ASENDIN,ORIG,1,AP,19800922,STANDARD,TYPE 1,Type 1 - New Molecular Entity
134536,NDA018057,HQ SPCLT PHARMA,CISPLATIN,PLATINOL-AQ,ORIG,1,AP,19781219,STANDARD,TYPE 1,Type 1 - New Molecular Entity
134860,NDA018086,ATON,TIMOLOL MALEATE,TIMOPTIC,ORIG,1,AP,19780817,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
135417,NDA018312,ORGANON USA INC,CALCIFEDIOL,CALDEROL,ORIG,1,AP,19800805,STANDARD,TYPE 1,Type 1 - New Molecular Entity
137038,NDA008278,NOVARTIS,PHENTOLAMINE MESYLATE,REGITINE,ORIG,1,AP,19520130,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
137069,NDA018554,SCHERING,FLUTAMIDE,EULEXIN,ORIG,1,AP,19890127,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
137195,NDA018602,VALEANT INTL,DILTIAZEM HYDROCHLORIDE,CARDIZEM,ORIG,1,AP,19821105,STANDARD,TYPE 1,Type 1 - New Molecular Entity
137406,NDA018612,GLAXOSMITHKLINE,NICOTINE POLACRILEX,NICORETTE,ORIG,1,AP,19840113,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
137752,NDA018754,WYETH AYERST,KETOPROFEN,ORUDIS,ORIG,1,AP,19860109,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138106,BLA103353,AMGEN,FILGRASTIM,NEUPOGEN,ORIG,1,AP,19910220,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138182,BLA103532,GENENTECH,DORNASE ALFA,PULMOZYME,ORIG,1,AP,19931230,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138197,BLA103628,BIOGEN,INTERFERON BETA-1A,AVONEX,ORIG,1,AP,19960517,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138222,BLA103909,GENENTECH,TENECTEPLASE,TNKASE,ORIG,1,AP,20000602,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138226,BLA103950,BIOVITRUM AB,ANAKINRA,KINERET,ORIG,1,AP,20011114,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138300,BLA125057,ABBVIE INC,ADALIMUMAB,HUMIRA,ORIG,1,AP,20021231,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138371,BLA125147,AMGEN,PANITUMUMAB,VECTIBIX,ORIG,1,AP,20060927,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138422,BLA125160,UCB INC,CERTOLIZUMAB PEGOL,CIMZIA,ORIG,1,AP,20080422,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138461,BLA125166,ALEXION PHARM,ECULIZUMAB,SOLIRIS,ORIG,1,AP,20070316,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138471,BLA125268,AMGEN,ROMIPLOSTIM,NPLATE,ORIG,1,AP,20080822,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138494,BLA125274,IPSEN BIOPHARM LTD,abobotulinumtoxinA,DYSPORT,ORIG,1,AP,20090429,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138540,BLA125320,AMGEN,DENOSUMAB,PROLIA,ORIG,1,AP,20100601,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138587,BLA125377,BRISTOL MYERS SQUIBB,IPILIMUMAB,YERVOY,ORIG,1,AP,20110325,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138613,BLA125387,REGENERON PHARMACEUTICALS,AFLIBERCEPT,EYLEA,ORIG,1,AP,20111118,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138629,BLA125427,GENENTECH,ADO-TRASTUZUMAB EMTANSINE,KADCYLA,ORIG,1,AP,20130222,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138656,BLA125486,GENENTECH,OBINUTUZUMAB,GAZYVA,ORIG,1,AP,20131101,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138657,BLA125496,JANSSEN BIOTECH,SILTUXIMAB,SYLVANT,ORIG,1,AP,20140423,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
138750,NDA018905,GUERBET,IOXAGLATE MEGLUMINE,HEXABRIX,ORIG,1,AP,19850726,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
138769,NDA018905,GUERBET,IOXAGLATE SODIUM,HEXABRIX,ORIG,1,AP,19850726,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
138785,NDA201277,BAYER HLTHCARE,GADOBUTROL,GADAVIST,ORIG,1,AP,20110314,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138890,NDA018922,WYETH PHARMS INC,ETODOLAC,LODINE,ORIG,1,AP,19910131,STANDARD,TYPE 1,Type 1 - New Molecular Entity
138987,NDA202067,LUNDBECK PHARMS LLC,CLOBAZAM,ONFI,ORIG,1,AP,20111021,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139025,NDA202535,FERRING PHARMS AS,CITRIC ACID,PREPOPIK,ORIG,1,AP,20120716,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139030,NDA202535,FERRING PHARMS AS,MAGNESIUM OXIDE,PREPOPIK,ORIG,1,AP,20120716,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139035,NDA202535,FERRING PHARMS AS,SODIUM PICOSULFATE,PREPOPIK,ORIG,1,AP,20120716,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139062,NDA202834,EISAI INC,PERAMPANEL,FYCOMPA,ORIG,1,AP,20121022,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139146,NDA019057,ABBOTT,TERAZOSIN HYDROCHLORIDE,HYTRIN,ORIG,1,AP,19870807,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139303,NDA019080,ABBOTT,ESTAZOLAM,PROSOM,ORIG,1,AP,19901226,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139335,NDA203085,BAYER HLTHCARE,REGORAFENIB,STIVARGA,ORIG,1,AP,20120927,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139401,NDA019107,GENENTECH,SOMATREM,PROTROPIN,ORIG,1,AP,19851017,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139572,NDA204042,JANSSEN PHARMS,CANAGLIFLOZIN,INVOKANA,ORIG,1,AP,20130329,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139605,NDA204114,NOVARTIS PHARMS CORP,TRAMETINIB DIMETHYL SULFOXIDE,MEKINIST,ORIG,1,AP,20130529,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139650,NDA019264,FRESENIUS KABI USA,PENTAMIDINE ISETHIONATE,PENTAM,ORIG,1,AP,19841016,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139800,NDA204384,JANSSEN THERAP,BEDAQUILINE FUMARATE,SIRTURO,ORIG,1,AP,20121228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139840,NDA019334,SOMERSET,SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE,ORIG,1,AP,19890605,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139849,NDA019353,AKORN,ALFENTANIL HYDROCHLORIDE,ALFENTA,ORIG,1,AP,19861229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139882,NDA019357,QOL MEDCL,ETHANOLAMINE OLEATE,ETHAMOLIN,ORIG,1,AP,19881222,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139935,NDA019414,BRACCO,RUBIDIUM CHLORIDE RB-82,CARDIOGEN-82,ORIG,1,AP,19891229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
139959,NDA205435,CUBIST PHARMS LLC,TEDIZOLID PHOSPHATE,SIVEXTRO,ORIG,1,AP,20140620,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
139971,NDA205437,CELGENE CORP,APREMILAST,OTEZLA,ORIG,1,AP,20140321,STANDARD,TYPE 1,Type 1 - New Molecular Entity
140539,NDA019543,MERCK SHARP DOHME,MOMETASONE FUROATE,ELOCON,ORIG,1,AP,19870430,STANDARD,TYPE 1,Type 1 - New Molecular Entity
141696,NDA019643,MERCK,LOVASTATIN,MEVACOR,ORIG,1,AP,19870831,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
141893,NDA019660,KING PHARMS,NEDOCROMIL SODIUM,TILADE,ORIG,1,AP,19921230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
142448,NDA207947,ACTELION PHARMS LTD,SELEXIPAG,UPTRAVI,ORIG,1,AP,20151221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
142486,NDA207953,JANSSEN PRODS,TRABECTEDIN,YONDELIS,ORIG,1,AP,20151023,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
142535,NDA208054,BLUE EARTH,FLUCICLOVINE F-18,AXUMIN,ORIG,1,AP,20160527,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
142539,NDA208065,ASTRAZENECA,OSIMERTINIB MESYLATE,TAGRISSO,ORIG,1,AP,20151113,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
142587,NDA208261,MERCK SHARP DOHME,ELBASVIR,ZEPATIER,ORIG,1,AP,20160128,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
142593,NDA208261,MERCK SHARP DOHME,GRAZOPREVIR,ZEPATIER,ORIG,1,AP,20160128,PRIORITY,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
142707,NDA019766,MERCK,SIMVASTATIN,ZOCOR,ORIG,1,AP,19911223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
143059,NDA208547,AAA USA INC,GALLIUM DOTATATE GA-68,NETSPOT,ORIG,1,AP,20160601,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143087,NDA208623,AMICUS THERAP US,MIGALASTAT HYDROCHLORIDE,GALAFOLD,ORIG,1,AP,20180810,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143145,NDA019785,LANTHEUS MEDCL,TECHNETIUM TC-99M SESTAMIBI KIT,MIRALUMA,ORIG,1,AP,19901221,STANDARD,TYPE 1,Type 1 - New Molecular Entity
143176,NDA208794,TERSERA,TELOTRISTAT ETIPRATE,XERMELO,ORIG,1,AP,20170228,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143256,NDA209241,NEUROCRINE,VALBENAZINE TOSYLATE,INGREZZA,ORIG,1,AP,20170411,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143287,NDA209531,BIOGEN IDEC,NUSINERSEN SODIUM,SPINRAZA,ORIG,1,AP,20161223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143293,NDA209570,CHEMO RESEARCH SL,BENZNIDAZOLE,BENZNIDAZOLE,ORIG,1,AP,20170829,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143397,NDA019880,CORDEN PHARMA,CARBOPLATIN,PARAPLATIN,ORIG,1,AP,19890303,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143519,NDA019906,MALLINCKRODT LLC,CLOMIPRAMINE HYDROCHLORIDE,ANAFRANIL,ORIG,1,AP,19891229,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143642,NDA210450,ABBVIE INC,ELAGOLIX SODIUM,ORILISSA,ORIG,1,AP,20180723,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143688,NDA019957,FOUGERA PHARMS,FLUTICASONE PROPIONATE,CUTIVATE,ORIG,1,AP,19901214,STANDARD,TYPE 1,Type 1 - New Molecular Entity
143697,NDA210861,BAYER HLTHCARE,LAROTRECTINIB SULFATE,VITRAKVI,ORIG,1,AP,20181126,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143702,NDA211172,AKCEA THERAPS,INOTERSEN SODIUM,TEGSEDI,ORIG,1,AP,20181005,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143703,NDA211192,SERVIER,IVOSIDENIB,TIBSOVO,ORIG,1,AP,20180720,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143706,NDA211281,BRAINTREE LABS,LACTITOL,PIZENSY,ORIG,1,AP,20200212,STANDARD,TYPE 1,Type 1 - New Molecular Entity
143732,NDA020035,JANSSEN PHARMA,LEVAMISOLE HYDROCHLORIDE,ERGAMISOL,ORIG,1,AP,19900618,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143928,NDA211970,SAREPTA THERAPS INC,GOLODIRSEN,VYONDYS 53,ORIG,1,AP,20191212,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143930,NDA212018,JANSSEN BIOTECH,ERDAFITINIB,BALVERSA,ORIG,1,AP,20190412,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143938,NDA020084,PHARMALUCENCE,IOBENGUANE SULFATE I-131,IOBENGUANE SULFATE I 131,ORIG,1,AP,19940325,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
143940,NDA212155,ZIONEXA,FLUOROESTRADIOL F-18,CERIANNA,ORIG,1,AP,20200520,STANDARD,TYPE 1,Type 1 - New Molecular Entity
143941,NDA212279,GISKIT,AIR POLYMER-TYPE A,EXEM FOAM KIT,ORIG,1,AP,20191107,STANDARD,TYPE 1,Type 1 - New Molecular Entity
144056,NDA212728,BIOHAVEN IRELAND,RIMEGEPANT SULFATE,NURTEC ODT,ORIG,1,AP,20200227,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
144218,NDA020162,FERRING,CORTICORELIN OVINE TRIFLUTATE,ACTHREL,ORIG,1,AP,19960523,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
144219,NDA213137,GLOBAL BLOOD THERAPS,VOXELOTOR,OXBRYTA,ORIG,1,AP,20191125,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
144355,NDA020192,NOVARTIS,TERBINAFINE HYDROCHLORIDE,LAMISIL,ORIG,1,AP,19921230,STANDARD,TYPE 1,Type 1 - New Molecular Entity
144375,NDA020199,ROCHE,ZALCITABINE,HIVID,ORIG,1,AP,19920619,,TYPE 1,Type 1 - New Molecular Entity
144508,NDA020233,ASTRAZENECA,BUDESONIDE,RHINOCORT,ORIG,1,AP,19940214,STANDARD,TYPE 1,Type 1 - New Molecular Entity
144664,BLA761034,GENENTECH INC,ATEZOLIZUMAB,TECENTRIQ,ORIG,1,AP,20160518,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
144695,NDA009330,COVIS PHARMA SARL,DIGOXIN,LANOXIN PEDIATRIC,ORIG,1,AP,19541116,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
144975,NDA020397,ACORDA,TIZANIDINE HYDROCHLORIDE,ZANAFLEX,ORIG,1,AP,19961127,STANDARD,TYPE 1,Type 1 - New Molecular Entity
145002,NDA020430,ASPEN GLOBAL INC,DANAPAROID SODIUM,ORGARAN,ORIG,1,AP,19961224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
145038,NDA020449,SANOFI AVENTIS US,DOCETAXEL,TAXOTERE,ORIG,1,AP,19960514,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
145279,NDA020511,ULURU,AMLEXANOX,APHTHASOL,ORIG,1,AP,19961217,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
145303,NDA020541,ASTRAZENECA,ANASTROZOLE,ARIMIDEX,ORIG,1,AP,19951227,STANDARD,TYPE 1,Type 1 - New Molecular Entity
145421,NDA020576,RARE DIS THERAP,BETAINE HYDROCHLORIDE,CYSTADANE,ORIG,1,AP,19961025,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
145517,NDA020622,TEVA PHARMS USA,GLATIRAMER ACETATE,COPAXONE,ORIG,1,AP,19961220,STANDARD,TYPE 1,Type 1 - New Molecular Entity
145940,NDA020638,GILEAD SCIENCES INC,CIDOFOVIR,VISTIDE,ORIG,1,AP,19960626,STANDARD,TYPE 1,Type 1 - New Molecular Entity
146008,NDA020664,PHARMACIA AND UPJOHN,CABERGOLINE,DOSTINEX,ORIG,1,AP,19961223,STANDARD,TYPE 1,Type 1 - New Molecular Entity
146018,NDA020682,PHARMACIA AND UPJOHN,MIGLITOL,GLYSET,ORIG,1,AP,19961218,STANDARD,TYPE 1,Type 1 - New Molecular Entity
146046,NDA020720,PFIZER PHARMS,TROGLITAZONE,REZULIN,ORIG,1,AP,19970129,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
146207,NDA020741,NOVO NORDISK INC,REPAGLINIDE,PRANDIN,ORIG,1,AP,19971222,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
146594,NDA020807,BAYER HLTHCARE,LEPIRUDIN RECOMBINANT,REFLUDAN,ORIG,1,AP,19980306,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
147050,NDA020831,NOVARTIS,FORMOTEROL FUMARATE,FORADIL,ORIG,1,AP,20010216,STANDARD,TYPE 1,Type 1 - New Molecular Entity
147256,NDA020938,BOEHRINGER INGELHEIM,MELOXICAM,MOBIC,ORIG,1,AP,20000413,STANDARD,TYPE 1,Type 1 - New Molecular Entity
147286,NDA020941,GLAXOSMITHKLINE,DOCOSANOL,ABREVA,ORIG,1,AP,20000725,STANDARD,TYPE 1,Type 1 - New Molecular Entity
147394,NDA005010,US PHARM HOLDINGS,MEPERIDINE HYDROCHLORIDE,DEMEROL,ORIG,1,AP,19421110,STANDARD,TYPE 1,Type 1 - New Molecular Entity
147821,NDA021042,MERCK,ROFECOXIB,VIOXX,ORIG,1,AP,19990520,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
148106,NDA021087,ROCHE,OSELTAMIVIR PHOSPHATE,TAMIFLU,ORIG,1,AP,19991027,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
148914,NDA021204,NOVARTIS,NATEGLINIDE,STARLIX,ORIG,1,AP,20001222,STANDARD,TYPE 1,Type 1 - New Molecular Entity
148943,NDA010028,WYETH AYERST,MEPROBAMATE,EQUANIL,ORIG,1,AP,19550726,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
149173,NDA021286,DAIICHI SANKYO,OLMESARTAN MEDOXOMIL,BENICAR,ORIG,1,AP,20020425,STANDARD,TYPE 1,Type 1 - New Molecular Entity
149502,NDA021368,LILLY,TADALAFIL,CIALIS,ORIG,1,AP,20031121,STANDARD,TYPE 1,Type 1 - New Molecular Entity
149797,NDA021468,SHIRE LLC,LANTHANUM CARBONATE,FOSRENOL,ORIG,1,AP,20041026,STANDARD,TYPE 1,Type 1 - New Molecular Entity
149867,NDA010379,KING PHARMS R AND D,LIOTHYRONINE SODIUM,CYTOMEL,ORIG,1,AP,19560508,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
150022,NDA021641,TEVA,RASAGILINE MESYLATE,AZILECT,ORIG,1,AP,20060516,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150157,NDA021697,CUMBERLAND PHARMS,CONIVAPTAN HYDROCHLORIDE,VAPRISOL IN 5% DEXTROSE IN PLASTIC CONTAINER,ORIG,1,AP,20051229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150304,NDA021797,BRISTOL MYERS SQUIBB,ENTECAVIR,BARACLUDE,ORIG,1,AP,20050329,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
150356,NDA010611,PHARMACIA AND UPJOHN,FLUOXYMESTERONE,HALOTESTIN,ORIG,1,AP,19561015,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
150385,NDA021856,TAKEDA PHARMS USA,FEBUXOSTAT,ULORIC,ORIG,1,AP,20090213,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150497,NDA021985,NODEN PHARMA,ALISKIREN HEMIFUMARATE,TEKTURNA,ORIG,1,AP,20070305,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150652,NDA010775,SCHERING,PERPHENAZINE,TRILAFON,ORIG,1,AP,19570227,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150723,NDA022074,IPSEN PHARMA,LANREOTIDE ACETATE,SOMATULINE DEPOT,ORIG,1,AP,20070830,STANDARD,TYPE 1,Type 1 - New Molecular Entity
150775,NDA022145,MERCK SHARP DOHME,RALTEGRAVIR POTASSIUM,ISENTRESS HD,ORIG,1,AP,20071012,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
150963,NDA022253,UCB INC,LACOSAMIDE,VIMPAT,ORIG,1,AP,20081028,STANDARD,TYPE 1,Type 1 - New Molecular Entity
151196,NDA022288,BAUSCH AND LOMB INC,BEPOTASTINE BESILATE,BEPREVE,ORIG,1,AP,20090908,STANDARD,TYPE 1,Type 1 - New Molecular Entity
151218,NDA010976,GD SEARLE LLC,NORETHYNODREL,ENOVID,ORIG,1,AP,19610309,STANDARD,TYPE 1/4,Type 1 - New Molecular Entity and Type 4 - New Combination
151591,NDA022341,NOVO NORDISK INC,LIRAGLUTIDE RECOMBINANT,VICTOZA,ORIG,1,AP,20100125,STANDARD,TYPE 1,Type 1 - New Molecular Entity
152007,NDA011161,ASTELLAS,TRIAMCINOLONE,ARISTOCORT,ORIG,1,AP,19571203,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
153078,NDA011613,UCB INC,PHENTERMINE RESIN COMPLEX,IONAMIN,ORIG,1,AP,19590504,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
153769,NDA011808,NOVARTIS,THIORIDAZINE HYDROCHLORIDE,MELLARIL,ORIG,1,AP,19620315,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
154431,NDA050477,LILLY,TOBRAMYCIN SULFATE,NEBCIN,ORIG,1,AP,19750611,STANDARD,TYPE 1,Type 1 - New Molecular Entity
154675,NDA050580,BRISTOL MYERS SQUIBB,AZTREONAM,AZACTAM,ORIG,1,AP,19861231,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
155191,NDA050661,PHARMACIA AND UPJOHN,IDARUBICIN HYDROCHLORIDE,IDAMYCIN,ORIG,1,AP,19900927,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
155227,NDA050670,PFIZER,AZITHROMYCIN,ZITHROMAX,ORIG,1,AP,19911101,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
155353,NDA050706,ASTRAZENECA,MEROPENEM,MERREM,ORIG,1,AP,19960621,STANDARD,TYPE 1,Type 1 - New Molecular Entity
155509,NDA012141,BAXTER HLTHCARE,CYCLOPHOSPHAMIDE,CYTOXAN,ORIG,1,AP,19591116,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
155643,NDA012249,VALEANT PHARM INTL,CHLORDIAZEPOXIDE HYDROCHLORIDE,LIBRIUM,ORIG,1,AP,19600224,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
155717,NDA012427,PHARMACIA AND UPJOHN,BENZPHETAMINE HYDROCHLORIDE,DIDREX,ORIG,1,AP,19601026,STANDARD,TYPE 1,Type 1 - New Molecular Entity
155935,NDA013217,KING PHARMS,METAXALONE,SKELAXIN,ORIG,1,AP,19620813,STANDARD,TYPE 1,Type 1 - New Molecular Entity
156006,NDA013263,ROCHE,DIAZEPAM,VALIUM,ORIG,1,AP,19631115,STANDARD,TYPE 1,Type 1 - New Molecular Entity
156182,NDA013295,LIEBEL-FLARSHEIM,IOTHALAMATE MEGLUMINE,CONRAY 43,ORIG,1,AP,19620816,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
156273,NDA013400,MERCK,METHYLDOPA,ALDOMET,ORIG,1,AP,19621220,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
156513,NDA014005,ORGANON USA INC,ETHYLESTRENOL,MAXIBOLIN,ORIG,1,AP,19640528,STANDARD,TYPE 1,Type 1 - New Molecular Entity
156520,NDA014134,BAXTER HLTHCARE CORP,PRALIDOXIME CHLORIDE,PROTOPAM CHLORIDE,ORIG,1,AP,19640311,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
156557,NDA014214,SANOFI AVENTIS US,NALIDIXIC ACID,NEGGRAM,ORIG,1,AP,19640306,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
157052,NDA016320,STI PHARMA LLC,ETHAMBUTOL HYDROCHLORIDE,MYAMBUTOL,ORIG,1,AP,19671106,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
157844,NDA016750,AMPHASTAR PHARMS INC,COSYNTROPIN,CORTROSYN,ORIG,1,AP,19700422,STANDARD,TYPE 1,Type 1 - New Molecular Entity
158096,NDA016812,PAR STERILE PRODUCTS,KETAMINE HYDROCHLORIDE,KETALAR,ORIG,1,AP,19700219,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
159500,NDA016832,ABBOTT,PEMOLINE,CYLERT,ORIG,1,AP,19750127,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
159569,NDA016885,BRISTOL MYERS SQUIBB,MITOTANE,LYSODREN,ORIG,1,AP,19700708,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
160319,NDA017478,LANTHEUS MEDCL,GALLIUM CITRATE GA-67,GALLIUM CITRATE GA 67,ORIG,1,AP,19760517,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
160357,NDA017563,PHARMACIA AND UPJOHN,COLESTIPOL HYDROCHLORIDE,COLESTID,ORIG,1,AP,19770404,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
160793,NDA017783,PFIZER,GLIPIZIDE,GLUCOTROL,ORIG,1,AP,19840508,STANDARD,TYPE 1,Type 1 - New Molecular Entity
160855,NDA007390,SHIRE,METHANTHELINE BROMIDE,BANTHINE,ORIG,1,AP,19510703,STANDARD,TYPE 1,Type 1 - New Molecular Entity
160860,NDA017788,MYLAN INSTITUTIONAL,DIMETHYL SULFOXIDE,RIMSO-50,ORIG,1,AP,19780404,STANDARD,TYPE 1,Type 1 - New Molecular Entity
161762,NDA017820,LILLY,DOBUTAMINE HYDROCHLORIDE,DOBUTREX,ORIG,1,AP,19780718,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
161792,NDA017835,ISO TEX,ALBUMIN CHROMATED CR-51 SERUM,CHROMALBIN,ORIG,1,AP,19760223,PRIORITY,TYPE 1,Type 1 - New Molecular Entity
161914,NDA017944,GE HEALTHCARE,TECHNETIUM TC-99M SUCCIMER KIT,MPI DMSA KIDNEY REAGENT,ORIG,1,AP,19820518,STANDARD,TYPE 1,Type 1 - New Molecular Entity
162206,NDA018045,PHARMACIA AND UPJOHN,ESTRAMUSTINE PHOSPHATE SODIUM,EMCYT,ORIG,1,AP,19811224,STANDARD,TYPE 1,Type 1 - New Molecular Entity
162288,NDA018104,PHARMACIA AND UPJOHN,GUANADREL SULFATE,HYLOREL,ORIG,1,AP,19821229,STANDARD,TYPE 1,Type 1 - New Molecular Entity
162384,NDA018200,PADDOCK LLC,AMILORIDE HYDROCHLORIDE,MIDAMOR,ORIG,1,AP,19811005,STANDARD,TYPE 1,Type 1 - New Molecular Entity
162461,NDA018240,ALVOGEN,ATENOLOL,TENORMIN,ORIG,1,AP,19810819,STANDARD,TYPE 1,Type 1 - New Molecular Entity
163407,NDA018538,SANOFI AVENTIS US,INDAPAMIDE,LOZOL,ORIG,1,AP,19830706,STANDARD,TYPE 1,Type 1 - New Molecular Entity
